user_id,event_time,event_type,product_id,category_code,brand,price
1925,1/17/2023 5:34,view,5099,electronics.audio,IKEA,1165.42
1928,2/25/2023 19:36,view,5099,electronics.audio,Apple,1357.95
1588,2/19/2023 7:39,view,5002,apparel.shoes,Nike,1148.54
1115,2/7/2023 0:29,view,5004,apparel.shoes,IKEA,1239.77
1665,1/4/2023 6:28,view,5064,apparel.shoes,Sony,897.48
1917,2/15/2023 3:24,view,5053,electronics.smartphone,IKEA,1332.74
1102,2/21/2023 19:12,view,5018,furniture.bedroom,Samsung,750.09
1193,2/13/2023 3:29,view,5096,electronics.smartphone,IKEA,1482.6
1165,3/11/2023 5:27,cart,5053,electronics.audio,IKEA,164.09
1870,3/9/2023 4:15,cart,5093,apparel.shoes,IKEA,1215.68
1089,1/28/2023 19:24,cart,5075,electronics.audio,Nike,965.67
1685,1/17/2023 19:00,purchase,5009,furniture.bedroom,Sony,875.16
1121,1/5/2023 9:11,view,5097,furniture.bedroom,IKEA,1091.46
1142,2/4/2023 18:42,view,5015,electronics.smartphone,IKEA,1262.03
1993,3/7/2023 3:05,view,5045,electronics.smartphone,Nike,1295.7
1105,1/18/2023 13:38,cart,5028,apparel.shoes,Apple,271.32
1886,2/8/2023 9:52,purchase,5014,apparel.shoes,IKEA,303.58
1427,2/28/2023 15:05,view,5047,electronics.audio,IKEA,34.09
1304,2/13/2023 5:01,view,5010,apparel.shoes,Apple,206.45
1871,3/3/2023 0:57,view,5033,apparel.shoes,IKEA,403.18
1970,1/2/2023 11:24,cart,5035,electronics.audio,IKEA,1084.34
1316,1/9/2023 20:57,view,5029,furniture.bedroom,IKEA,718.89
1962,3/4/2023 21:12,view,5098,apparel.shoes,Sony,1139.28
1634,2/12/2023 7:09,view,5072,apparel.shoes,Samsung,734.94
1901,1/6/2023 12:24,view,5081,electronics.audio,Sony,837.84
1008,1/1/2023 11:22,cart,5018,electronics.audio,Apple,175.49
1773,2/3/2023 12:27,view,5067,electronics.audio,Sony,1167.07
1072,1/26/2023 15:04,cart,5069,electronics.audio,Sony,1139.61
1358,1/15/2023 20:54,view,5032,electronics.audio,Nike,468.27
1222,2/19/2023 14:26,cart,5095,apparel.shoes,Apple,499.58
1415,1/11/2023 15:33,cart,5079,electronics.smartphone,Apple,337.33
1552,1/17/2023 10:43,view,5074,electronics.smartphone,Apple,1222.62
1369,1/20/2023 2:21,view,5021,electronics.smartphone,Sony,1123.04
1715,2/19/2023 16:08,cart,5035,apparel.shoes,Apple,917.63
1263,2/14/2023 16:50,view,5022,furniture.bedroom,Nike,365.84
1839,3/2/2023 12:47,cart,5062,apparel.shoes,IKEA,266.06
1689,2/24/2023 15:26,cart,5025,electronics.smartphone,Sony,84.9
1859,3/3/2023 15:32,cart,5059,electronics.smartphone,IKEA,77.96
1317,1/15/2023 5:30,view,5094,electronics.audio,IKEA,288.83
1083,3/3/2023 10:22,view,5092,electronics.audio,Sony,159.79
1317,2/9/2023 15:11,view,5004,electronics.audio,Sony,838.6
1110,2/27/2023 5:22,view,5053,apparel.shoes,Apple,543.55
1250,2/3/2023 21:19,cart,5037,furniture.bedroom,Nike,672.97
1382,1/12/2023 19:03,cart,5061,furniture.bedroom,Sony,895.16
1006,2/23/2023 0:50,view,5024,electronics.audio,IKEA,992.06
1458,1/4/2023 22:17,cart,5097,furniture.bedroom,Sony,975.82
1083,2/10/2023 4:08,view,5011,electronics.smartphone,Nike,398.68
1207,1/2/2023 23:02,view,5021,electronics.smartphone,Samsung,1216.34
1899,1/30/2023 22:54,purchase,5008,electronics.audio,IKEA,1377.39
1389,3/6/2023 9:42,purchase,5083,electronics.audio,Samsung,480.75
1313,2/22/2023 23:34,view,5028,electronics.audio,Samsung,35.43
1021,1/27/2023 22:09,purchase,5043,furniture.bedroom,Nike,1349.74
1409,1/26/2023 9:29,view,5092,apparel.shoes,Sony,1386.09
1894,3/1/2023 16:50,view,5026,electronics.audio,Samsung,85.91
1514,1/5/2023 10:20,view,5054,furniture.bedroom,Apple,17.39
1126,2/28/2023 13:17,purchase,5080,electronics.audio,Sony,1226.44
1808,1/21/2023 19:04,view,5004,apparel.shoes,IKEA,459.18
1699,1/20/2023 12:39,view,5051,electronics.audio,Sony,1372.73
1873,1/6/2023 12:59,view,5012,electronics.smartphone,Nike,332.95
1013,2/20/2023 1:53,cart,5041,electronics.audio,Nike,1293.12
1970,1/17/2023 10:06,view,5014,electronics.smartphone,IKEA,112.28
1977,1/31/2023 7:59,view,5078,electronics.smartphone,IKEA,398.35
1011,1/13/2023 1:47,view,5017,furniture.bedroom,IKEA,1459.96
1086,1/13/2023 16:26,view,5049,furniture.bedroom,Nike,354.48
1523,1/15/2023 17:20,cart,5001,electronics.smartphone,Sony,208.19
1908,1/15/2023 23:13,view,5086,electronics.smartphone,Samsung,1287.01
1536,3/9/2023 6:16,cart,5012,electronics.audio,Samsung,185.52
1300,2/9/2023 10:23,view,5067,electronics.audio,Apple,155.21
1242,1/3/2023 19:03,cart,5046,electronics.smartphone,Nike,491.9
1121,1/31/2023 23:48,view,5088,furniture.bedroom,IKEA,956.64
1146,1/29/2023 22:59,view,5074,electronics.audio,Sony,1069.01
1566,2/10/2023 3:44,view,5049,electronics.audio,Nike,1323.05
1749,3/6/2023 15:13,cart,5011,electronics.audio,Apple,815.96
1355,1/10/2023 11:36,cart,5012,furniture.bedroom,Samsung,596.19
1684,2/25/2023 2:50,view,5008,electronics.smartphone,Sony,544.66
1903,1/13/2023 21:58,cart,5058,electronics.audio,Samsung,1271.89
1732,2/22/2023 9:22,view,5044,furniture.bedroom,Sony,1088.48
1630,2/20/2023 11:32,view,5069,furniture.bedroom,IKEA,1359.09
1308,1/6/2023 9:31,view,5042,furniture.bedroom,Sony,1446.41
1694,3/4/2023 13:25,view,5073,furniture.bedroom,IKEA,457.08
1287,1/19/2023 0:35,cart,5022,electronics.audio,Nike,799.21
1306,2/28/2023 20:13,view,5078,electronics.smartphone,Samsung,951.41
1811,1/11/2023 19:03,view,5044,electronics.smartphone,Sony,254.13
1593,3/7/2023 16:58,view,5022,furniture.bedroom,Sony,89.49
1965,2/11/2023 16:51,view,5033,electronics.smartphone,Apple,1302.97
1913,2/4/2023 1:31,view,5015,electronics.audio,Samsung,807.93
1722,1/14/2023 10:37,view,5062,electronics.smartphone,Nike,860.45
1661,2/17/2023 23:40,view,5050,electronics.smartphone,IKEA,836.82
1548,1/27/2023 19:18,view,5031,apparel.shoes,Nike,1134.89
1351,2/9/2023 9:28,view,5037,electronics.smartphone,Apple,226.8
1311,1/23/2023 2:00,view,5055,electronics.smartphone,Nike,924.93
1872,1/13/2023 3:55,view,5068,furniture.bedroom,IKEA,709.52
1058,3/6/2023 12:19,view,5016,furniture.bedroom,Samsung,1346.47
1642,1/13/2023 15:46,view,5085,apparel.shoes,Apple,784.24
1923,3/2/2023 0:26,view,5038,electronics.audio,Sony,1414.97
1713,3/3/2023 15:41,view,5040,apparel.shoes,Sony,536.35
1754,1/1/2023 18:19,view,5047,electronics.smartphone,Samsung,1450.67
1034,2/23/2023 17:03,view,5081,electronics.smartphone,Nike,1313.99
1444,1/5/2023 20:45,view,5027,electronics.audio,Sony,880.55
1092,3/6/2023 21:41,view,5076,electronics.audio,Apple,537.03
1949,2/2/2023 3:52,purchase,5049,furniture.bedroom,IKEA,570.13
1958,2/11/2023 2:11,view,5000,electronics.smartphone,Nike,1161.4
1206,3/7/2023 0:18,view,5049,electronics.smartphone,IKEA,875.14
1352,1/7/2023 9:46,cart,5018,electronics.smartphone,Nike,608.37
1902,1/18/2023 13:23,view,5097,electronics.smartphone,Apple,957.72
1331,2/5/2023 4:13,cart,5058,electronics.smartphone,IKEA,1102.52
1816,2/9/2023 22:04,view,5067,electronics.smartphone,Apple,44.12
1861,1/20/2023 20:36,purchase,5066,electronics.smartphone,IKEA,143.9
1724,1/17/2023 15:35,view,5040,electronics.smartphone,Nike,150.78
1158,1/25/2023 12:58,view,5009,furniture.bedroom,Apple,355.58
1953,2/27/2023 15:07,cart,5027,apparel.shoes,Nike,646.22
1956,1/3/2023 0:02,view,5033,electronics.smartphone,Nike,1207.44
1023,2/1/2023 6:34,view,5038,furniture.bedroom,IKEA,533.14
1403,2/19/2023 20:04,cart,5082,electronics.smartphone,IKEA,36.04
1804,1/24/2023 8:28,view,5055,electronics.audio,Apple,730.21
1515,3/11/2023 6:13,view,5051,electronics.smartphone,Sony,1494.98
1731,3/6/2023 2:25,view,5099,apparel.shoes,Samsung,530.04
1363,2/17/2023 18:36,view,5002,furniture.bedroom,IKEA,1442.27
1381,2/4/2023 23:46,cart,5022,electronics.audio,Nike,161
1531,2/13/2023 20:03,purchase,5016,electronics.audio,Samsung,267.92
1955,1/17/2023 8:54,view,5070,electronics.smartphone,Apple,1088.94
1151,1/20/2023 8:29,view,5025,apparel.shoes,Samsung,756.81
1561,2/23/2023 0:29,view,5017,apparel.shoes,Samsung,1150.03
1688,2/14/2023 10:24,view,5045,electronics.smartphone,Sony,1296.7
1946,2/11/2023 20:05,purchase,5069,electronics.smartphone,Sony,384.12
1607,2/20/2023 5:14,view,5030,furniture.bedroom,Samsung,1027.42
1616,1/10/2023 1:22,view,5092,furniture.bedroom,Sony,915.33
1419,1/17/2023 10:10,cart,5008,electronics.smartphone,Sony,1293.69
1249,1/29/2023 17:22,cart,5034,electronics.smartphone,Samsung,650.85
1116,1/30/2023 2:17,view,5080,electronics.audio,IKEA,87.29
1865,1/3/2023 8:35,view,5059,apparel.shoes,Sony,865.54
1511,1/30/2023 11:14,view,5075,furniture.bedroom,Samsung,1438.73
1739,2/22/2023 11:26,purchase,5062,electronics.smartphone,IKEA,31.8
1577,1/26/2023 12:48,view,5099,electronics.smartphone,Sony,367.98
1334,1/8/2023 7:30,view,5051,furniture.bedroom,Samsung,480.94
1417,1/6/2023 12:32,view,5047,electronics.audio,Sony,1151.1
1931,1/8/2023 3:00,view,5060,electronics.audio,IKEA,491.68
1773,1/18/2023 4:43,view,5023,electronics.smartphone,Samsung,366.23
1294,2/9/2023 20:22,purchase,5073,apparel.shoes,IKEA,976.35
1937,2/24/2023 17:32,cart,5057,apparel.shoes,Nike,79.14
1754,2/4/2023 19:03,purchase,5063,electronics.smartphone,Apple,264.19
1370,3/3/2023 13:41,view,5029,furniture.bedroom,Nike,617.97
1185,3/5/2023 23:46,cart,5028,apparel.shoes,Sony,539.84
1245,1/9/2023 6:45,cart,5009,furniture.bedroom,IKEA,527.28
1636,2/6/2023 3:01,view,5038,furniture.bedroom,Samsung,171.75
1267,3/2/2023 16:21,view,5054,furniture.bedroom,IKEA,547.65
1642,1/10/2023 17:36,view,5027,electronics.audio,Sony,1199.01
1236,1/3/2023 10:50,cart,5017,apparel.shoes,Samsung,626.63
1529,1/30/2023 14:03,view,5040,electronics.audio,Nike,883.4
1551,3/1/2023 9:11,purchase,5080,apparel.shoes,IKEA,253.73
1020,3/8/2023 19:26,view,5074,electronics.smartphone,Apple,113.87
1910,1/6/2023 9:56,cart,5064,furniture.bedroom,Sony,1321.13
1736,3/5/2023 21:33,view,5080,apparel.shoes,Sony,503.75
1866,2/13/2023 22:44,cart,5099,apparel.shoes,IKEA,532
1793,2/12/2023 13:49,view,5099,electronics.smartphone,Nike,1317.75
1519,2/5/2023 20:23,purchase,5045,electronics.audio,Nike,1064.58
1099,1/18/2023 14:49,view,5059,apparel.shoes,Apple,1136.83
1751,1/12/2023 21:04,view,5008,apparel.shoes,Apple,1026.19
1477,1/25/2023 19:48,view,5044,electronics.audio,IKEA,167.63
1598,2/7/2023 19:22,view,5059,electronics.audio,Samsung,1437.41
1297,2/17/2023 10:00,view,5027,apparel.shoes,Nike,1364.61
1939,1/30/2023 22:43,view,5096,electronics.audio,Samsung,361.97
1525,3/1/2023 8:23,cart,5002,electronics.smartphone,Samsung,1207.95
1333,3/6/2023 4:29,view,5050,electronics.smartphone,IKEA,620
1001,2/15/2023 2:54,view,5007,furniture.bedroom,Apple,1028.81
1374,1/31/2023 18:41,view,5069,apparel.shoes,Samsung,256.75
1292,1/6/2023 4:51,view,5058,electronics.smartphone,IKEA,812.45
1836,1/31/2023 10:26,purchase,5060,electronics.smartphone,Apple,198.66
1933,1/11/2023 10:40,view,5057,electronics.smartphone,Samsung,808.89
1552,3/10/2023 21:10,purchase,5069,furniture.bedroom,Samsung,372.95
1317,2/6/2023 2:13,view,5092,electronics.audio,Apple,684.18
1501,2/23/2023 19:18,view,5011,furniture.bedroom,Apple,1005.27
1827,1/5/2023 17:59,cart,5008,furniture.bedroom,Sony,1316.84
1380,1/26/2023 14:18,view,5048,furniture.bedroom,Sony,256.28
1622,3/1/2023 19:49,view,5082,furniture.bedroom,IKEA,1340.97
1013,1/8/2023 12:28,view,5016,apparel.shoes,IKEA,591.16
1503,1/16/2023 15:29,cart,5053,apparel.shoes,Nike,1267.26
1230,2/7/2023 23:01,view,5043,electronics.smartphone,Sony,773.7
1984,3/8/2023 12:58,view,5031,furniture.bedroom,Apple,1294.69
1083,2/3/2023 15:14,view,5034,furniture.bedroom,Sony,997.61
1129,2/5/2023 11:22,view,5077,electronics.smartphone,IKEA,767.99
1742,2/11/2023 14:56,purchase,5048,electronics.audio,IKEA,475.68
1837,1/10/2023 23:19,view,5053,apparel.shoes,IKEA,1453.67
1144,2/19/2023 11:57,view,5015,furniture.bedroom,Apple,1203.34
1890,1/2/2023 22:31,cart,5084,electronics.audio,Samsung,577.97
1856,2/17/2023 23:29,view,5011,electronics.audio,IKEA,258.42
1027,2/6/2023 2:36,view,5087,furniture.bedroom,Sony,1171.51
1065,1/20/2023 1:42,view,5097,furniture.bedroom,Samsung,1485.02
1162,2/20/2023 1:27,view,5007,electronics.audio,Sony,425.67
1228,2/14/2023 3:05,view,5020,apparel.shoes,IKEA,1374.64
1260,1/31/2023 6:59,view,5047,apparel.shoes,Apple,196.8
1448,1/13/2023 17:02,view,5007,furniture.bedroom,Samsung,1428.79
1423,2/28/2023 1:56,view,5027,furniture.bedroom,Samsung,1120.55
1459,2/1/2023 14:30,view,5079,electronics.smartphone,IKEA,526.43
1951,1/2/2023 5:54,view,5009,electronics.smartphone,IKEA,463.9
1675,3/3/2023 14:47,view,5051,apparel.shoes,IKEA,968.72
1300,2/13/2023 8:42,purchase,5014,electronics.smartphone,Nike,894.33
1918,1/28/2023 18:38,view,5003,electronics.audio,Apple,1379.22
1302,3/7/2023 8:50,cart,5089,electronics.audio,Apple,1151.7
1286,2/9/2023 13:58,view,5078,electronics.audio,IKEA,815.14
1394,1/8/2023 1:40,cart,5099,electronics.audio,Nike,1392.07
1009,3/4/2023 17:56,purchase,5095,furniture.bedroom,IKEA,893.17
1706,1/9/2023 2:53,view,5061,electronics.audio,IKEA,1276.03
1629,1/18/2023 21:26,view,5003,apparel.shoes,Apple,1263
1269,3/1/2023 12:08,view,5040,electronics.smartphone,Nike,1379.6
1591,1/27/2023 17:21,view,5072,apparel.shoes,Apple,110.73
1969,3/5/2023 23:18,view,5098,furniture.bedroom,IKEA,879.89
1604,3/10/2023 14:44,cart,5054,electronics.smartphone,Sony,707.9
1777,1/12/2023 3:24,view,5027,electronics.smartphone,Samsung,740.91
1843,2/20/2023 12:25,view,5046,electronics.smartphone,IKEA,695.27
1861,2/16/2023 4:01,view,5008,electronics.audio,Nike,1257.83
1360,1/20/2023 18:38,view,5001,furniture.bedroom,Sony,484.47
1256,1/2/2023 15:29,purchase,5066,apparel.shoes,Nike,699.5
1132,1/7/2023 12:09,cart,5047,electronics.audio,IKEA,309.02
1275,1/6/2023 6:27,view,5068,electronics.smartphone,IKEA,385.06
1775,1/20/2023 10:31,view,5073,apparel.shoes,Samsung,994.03
1682,1/28/2023 1:30,view,5027,apparel.shoes,Nike,184.23
1971,2/23/2023 16:43,cart,5078,apparel.shoes,Sony,289.85
1512,2/24/2023 15:05,view,5013,furniture.bedroom,Samsung,796.77
1312,2/25/2023 21:03,view,5045,electronics.audio,Nike,75.22
1575,2/6/2023 1:33,cart,5086,furniture.bedroom,IKEA,199.12
1885,3/2/2023 8:48,view,5012,electronics.smartphone,Samsung,1296.4
1979,3/10/2023 7:31,cart,5015,electronics.smartphone,IKEA,1270.76
1283,1/22/2023 8:17,view,5093,apparel.shoes,Apple,528.19
1120,1/15/2023 7:02,purchase,5039,apparel.shoes,Apple,528.51
1106,2/24/2023 12:24,view,5071,apparel.shoes,Samsung,1405.41
1932,2/15/2023 16:39,view,5080,furniture.bedroom,Samsung,48.5
1686,3/4/2023 17:25,view,5029,electronics.audio,Nike,874.64
1996,3/7/2023 0:41,cart,5080,furniture.bedroom,Sony,900.11
1203,2/27/2023 12:27,view,5098,electronics.smartphone,Sony,1183.95
1164,2/18/2023 9:05,view,5064,apparel.shoes,Apple,1428.11
1304,3/6/2023 1:20,view,5057,apparel.shoes,Apple,540.18
1496,3/5/2023 18:40,view,5087,furniture.bedroom,Apple,662.37
1631,1/2/2023 7:06,view,5047,electronics.smartphone,IKEA,1010.23
1555,3/6/2023 4:15,cart,5048,electronics.audio,Sony,1451.23
1823,2/16/2023 23:10,view,5088,apparel.shoes,Samsung,1337.28
1155,1/4/2023 13:20,view,5001,apparel.shoes,Apple,1003.91
1366,3/2/2023 18:48,view,5088,electronics.smartphone,Nike,1286.52
1718,1/2/2023 11:30,view,5013,apparel.shoes,Samsung,136.95
1901,1/25/2023 14:40,view,5096,electronics.audio,Samsung,571.92
1619,1/3/2023 3:52,view,5016,furniture.bedroom,Samsung,29.51
1250,2/28/2023 16:18,view,5030,electronics.smartphone,Sony,274.43
1956,1/11/2023 16:54,view,5009,apparel.shoes,Apple,949.43
1915,3/9/2023 7:06,purchase,5069,apparel.shoes,Nike,1329.49
1881,2/13/2023 14:13,view,5088,electronics.audio,IKEA,952.84
1333,2/26/2023 7:11,view,5036,furniture.bedroom,Nike,999.57
1641,2/16/2023 21:20,cart,5063,electronics.audio,Nike,164.69
1968,1/26/2023 0:24,cart,5029,furniture.bedroom,Nike,1000.64
1510,3/9/2023 4:20,view,5033,electronics.audio,IKEA,686.98
1292,2/13/2023 18:44,view,5017,furniture.bedroom,Nike,980.65
1019,1/22/2023 17:48,cart,5087,apparel.shoes,Nike,496
1281,3/1/2023 14:19,view,5062,apparel.shoes,Apple,876.41
1796,1/20/2023 22:19,view,5048,apparel.shoes,Apple,641.86
1000,1/14/2023 10:16,view,5055,electronics.smartphone,Apple,842.37
1118,2/18/2023 5:40,view,5090,furniture.bedroom,Samsung,229.16
1034,1/26/2023 8:14,view,5057,electronics.smartphone,Nike,599.78
1197,2/2/2023 2:02,cart,5026,furniture.bedroom,Sony,567.68
1484,2/6/2023 20:56,view,5054,apparel.shoes,Sony,1107.23
1756,1/1/2023 17:36,view,5084,electronics.smartphone,Sony,1062.55
1058,2/23/2023 1:46,view,5018,electronics.smartphone,IKEA,1364.2
1836,2/28/2023 2:12,view,5022,electronics.audio,Apple,951.76
1160,3/1/2023 1:57,cart,5046,furniture.bedroom,Apple,478.68
1690,1/28/2023 12:01,view,5078,electronics.audio,Apple,1177
1205,1/6/2023 10:47,purchase,5065,electronics.smartphone,IKEA,750.53
1011,2/2/2023 16:11,view,5098,electronics.smartphone,Nike,298.3
1489,1/15/2023 14:34,view,5050,apparel.shoes,Samsung,1123.64
1275,2/19/2023 20:55,cart,5083,electronics.audio,Apple,207.47
1692,1/19/2023 15:17,view,5027,electronics.audio,Nike,275.45
1241,3/5/2023 2:23,view,5056,electronics.audio,Sony,1140.55
1215,1/18/2023 4:00,cart,5057,furniture.bedroom,Samsung,1157.52
1250,1/17/2023 2:23,view,5014,electronics.smartphone,Sony,1188.26
1810,2/22/2023 10:49,cart,5015,electronics.audio,Nike,447.05
1125,3/2/2023 4:56,purchase,5096,apparel.shoes,Nike,1301.22
1993,3/3/2023 13:18,view,5046,electronics.smartphone,Sony,1086.78
1216,3/7/2023 21:08,view,5062,apparel.shoes,Samsung,1252.61
1305,1/31/2023 15:09,view,5011,electronics.smartphone,Sony,1065.82
1796,1/30/2023 7:57,view,5042,apparel.shoes,Sony,873.6
1184,1/28/2023 14:12,cart,5083,electronics.audio,Sony,173
1038,3/5/2023 4:23,cart,5028,electronics.audio,Samsung,1069.29
1222,2/15/2023 0:20,view,5048,apparel.shoes,IKEA,1038.79
1183,1/12/2023 15:18,view,5002,furniture.bedroom,Samsung,475.61
1494,1/21/2023 7:58,view,5068,apparel.shoes,Sony,1106.37
1426,2/13/2023 19:26,view,5059,electronics.smartphone,Apple,830.18
1177,1/18/2023 10:46,cart,5065,apparel.shoes,Apple,843.52
1918,2/15/2023 4:41,view,5086,apparel.shoes,Nike,557.73
1427,2/12/2023 17:15,cart,5089,electronics.smartphone,IKEA,184.01
1293,1/1/2023 6:35,view,5025,electronics.audio,Nike,333.22
1851,1/24/2023 21:20,cart,5070,electronics.smartphone,Nike,1155.56
1150,2/20/2023 7:27,view,5073,apparel.shoes,Apple,414.45
1383,3/9/2023 8:15,view,5068,electronics.smartphone,Samsung,13.36
1637,3/10/2023 13:22,view,5046,apparel.shoes,Nike,1495.56
1812,2/17/2023 2:51,cart,5075,electronics.audio,Nike,323.92
1307,1/14/2023 18:59,view,5095,apparel.shoes,IKEA,986.52
1335,1/28/2023 11:18,view,5041,apparel.shoes,Apple,1391.11
1945,2/12/2023 19:55,view,5030,electronics.audio,Samsung,903.57
1745,2/7/2023 8:30,view,5021,electronics.smartphone,IKEA,1200.56
1891,1/24/2023 20:09,view,5016,furniture.bedroom,Samsung,1464.79
1374,3/2/2023 1:47,purchase,5083,furniture.bedroom,Samsung,1291.94
1007,2/28/2023 11:11,view,5019,apparel.shoes,Nike,841.28
1340,2/17/2023 3:32,view,5007,apparel.shoes,IKEA,551.92
1128,2/19/2023 1:25,view,5097,electronics.audio,Nike,728.87
1775,1/18/2023 21:34,view,5048,electronics.smartphone,Sony,1264.32
1668,3/3/2023 10:41,view,5086,furniture.bedroom,Samsung,1281.5
1351,2/12/2023 12:46,view,5037,furniture.bedroom,IKEA,1270.32
1357,2/1/2023 18:01,view,5052,electronics.audio,Apple,899.86
1516,2/27/2023 17:41,view,5027,electronics.audio,Nike,720.66
1494,3/7/2023 10:21,cart,5076,furniture.bedroom,Sony,473.89
1085,1/3/2023 19:06,view,5028,electronics.smartphone,Sony,15.01
1174,2/9/2023 14:09,purchase,5071,electronics.smartphone,Sony,1149.08
1801,2/16/2023 1:46,view,5010,electronics.smartphone,Nike,422.73
1192,2/5/2023 4:47,view,5046,apparel.shoes,Apple,501.22
1310,2/4/2023 22:45,view,5044,electronics.smartphone,IKEA,1266.79
1118,1/17/2023 8:35,view,5017,apparel.shoes,Samsung,87.85
1217,1/22/2023 2:43,purchase,5049,apparel.shoes,Apple,1392.15
1426,2/15/2023 21:05,cart,5088,electronics.audio,Nike,12.03
1969,2/5/2023 16:38,view,5048,apparel.shoes,IKEA,1409.36
1413,1/31/2023 0:34,view,5021,apparel.shoes,Samsung,687.59
1113,2/7/2023 19:14,view,5044,electronics.audio,IKEA,162.16
1977,1/25/2023 19:40,view,5060,electronics.smartphone,Samsung,1014.5
1144,2/13/2023 11:20,view,5098,electronics.smartphone,Samsung,1344.83
1537,1/6/2023 10:23,purchase,5092,furniture.bedroom,Sony,662.73
1647,2/28/2023 5:25,purchase,5020,furniture.bedroom,Nike,1040.12
1302,2/26/2023 7:39,purchase,5070,apparel.shoes,Apple,1469.25
1743,2/17/2023 2:35,cart,5060,furniture.bedroom,Sony,368.64
1880,2/26/2023 20:29,view,5075,electronics.audio,Sony,1232.47
1587,3/1/2023 2:59,view,5035,furniture.bedroom,IKEA,449.9
1986,1/25/2023 20:42,view,5023,furniture.bedroom,Samsung,645.24
1839,1/19/2023 3:14,view,5031,apparel.shoes,Samsung,429.83
1344,3/8/2023 11:36,view,5090,electronics.audio,IKEA,674.56
1813,1/30/2023 23:56,cart,5095,furniture.bedroom,Nike,17.58
1963,1/9/2023 17:44,cart,5058,electronics.smartphone,Samsung,462.12
1800,1/14/2023 6:03,purchase,5095,electronics.audio,Sony,673.49
1000,3/11/2023 3:15,cart,5095,electronics.audio,Sony,952.04
1146,3/4/2023 17:58,purchase,5089,apparel.shoes,Samsung,959.67
1286,3/1/2023 23:46,view,5074,electronics.audio,Samsung,879.84
1975,1/6/2023 19:08,cart,5081,electronics.audio,Nike,446.62
1653,2/1/2023 8:04,view,5004,electronics.audio,Samsung,1421.63
1052,2/1/2023 16:25,view,5015,electronics.audio,Nike,594.04
1303,1/31/2023 14:26,purchase,5010,electronics.audio,Sony,333.17
1068,1/10/2023 0:54,cart,5034,electronics.audio,Nike,836.22
1360,3/5/2023 19:31,view,5074,electronics.audio,Samsung,1125.9
1601,2/25/2023 2:22,view,5041,electronics.smartphone,Apple,28.23
1957,1/25/2023 10:29,view,5086,electronics.audio,Samsung,421.75
1219,1/27/2023 17:24,view,5097,apparel.shoes,Apple,1239.22
1961,2/13/2023 13:30,purchase,5080,electronics.smartphone,Sony,765.46
1703,1/14/2023 19:03,view,5009,electronics.audio,IKEA,618.65
1965,1/21/2023 22:52,view,5081,furniture.bedroom,Sony,1397.04
1574,3/9/2023 22:47,view,5007,apparel.shoes,Sony,143.41
1584,3/3/2023 22:58,view,5025,electronics.smartphone,Sony,927.2
1160,1/18/2023 11:23,view,5002,apparel.shoes,Nike,519.86
1680,3/5/2023 12:48,purchase,5058,electronics.smartphone,Sony,115.53
1088,2/27/2023 4:22,view,5087,furniture.bedroom,IKEA,328.48
1687,2/6/2023 5:03,view,5002,apparel.shoes,Samsung,945.62
1780,2/5/2023 22:58,view,5037,apparel.shoes,Apple,52.13
1584,1/13/2023 20:57,view,5001,electronics.smartphone,Sony,892.45
1756,2/24/2023 21:33,cart,5098,electronics.smartphone,Apple,1435.71
1588,2/1/2023 14:47,view,5016,furniture.bedroom,Sony,1194.69
1158,1/4/2023 14:46,cart,5072,electronics.audio,Nike,524.94
1488,2/22/2023 4:30,view,5035,electronics.smartphone,Apple,215.93
1970,2/13/2023 17:27,view,5085,electronics.smartphone,Sony,702.95
1323,3/6/2023 13:34,view,5094,electronics.smartphone,Sony,595.5
1609,2/26/2023 9:38,view,5097,furniture.bedroom,IKEA,1457.88
1380,1/5/2023 2:58,cart,5087,electronics.audio,IKEA,1484.9
1101,1/1/2023 23:22,view,5072,electronics.audio,IKEA,621.77
1493,1/23/2023 18:39,view,5001,furniture.bedroom,Nike,231.69
1643,2/20/2023 18:07,view,5084,electronics.audio,Apple,1366.81
1613,1/5/2023 7:05,view,5033,apparel.shoes,Nike,1192.38
1018,2/6/2023 7:15,purchase,5026,furniture.bedroom,Samsung,771.8
1453,2/25/2023 22:31,view,5036,electronics.smartphone,Sony,554.38
1481,2/10/2023 17:31,view,5070,electronics.audio,Sony,677.77
1593,2/4/2023 22:51,purchase,5021,apparel.shoes,Sony,1353.8
1396,3/4/2023 21:26,view,5067,furniture.bedroom,IKEA,285.12
1278,3/10/2023 2:16,view,5013,furniture.bedroom,Sony,1212.11
1850,1/23/2023 8:13,view,5097,electronics.smartphone,IKEA,37.1
1364,1/5/2023 19:19,cart,5022,electronics.smartphone,Samsung,1381.65
1330,1/9/2023 12:53,cart,5043,furniture.bedroom,Nike,755.44
1640,1/19/2023 17:40,view,5088,apparel.shoes,Nike,347.85
1343,3/2/2023 10:48,view,5064,electronics.smartphone,Nike,14.26
1821,2/2/2023 19:59,purchase,5078,furniture.bedroom,IKEA,843.72
1454,2/15/2023 18:15,view,5095,furniture.bedroom,Apple,374.29
1600,1/10/2023 14:04,view,5077,electronics.smartphone,Apple,950.58
1724,2/21/2023 19:06,view,5060,electronics.audio,Samsung,428.94
1654,1/12/2023 4:22,cart,5084,apparel.shoes,Apple,141.16
1064,3/5/2023 4:40,view,5054,electronics.audio,Samsung,762.53
